id,title,Rating,maincateg,platform,price1,actprice1,Offer %,norating1,noreviews1,star_5f,star_4f,star_3f,star_2f,star_1f,fulfilled1
15736,Sports Mesh Running Shoes For Women  (Green),4,Women,Flipkart,756,899,15.91%,937,130,448,257,101,42,89,1
5972,Women Black Bellies Sandal,4.1,Women,Flipkart,249,499,50.10%,1838,337,964,436,231,93,114,0
4485,"SD0323G Canvas Shoes For Men  (White, Black)",4.3,Men,Flipkart,621,749,17.09%,116025,19156,68705,26873,10483,3381,6583,1
15076,Latest Collection Comfortable & Fashionable Casual Bellies for Women's & Girl's Ballet - Black Bellies For Women  (Black),4.2,Women,Flipkart,549,1096,49.91%,287,49,165,69,24,11,18,1
14628,Stylish Boots For Women  (Brown),4.3,Women,Flipkart,599,999,40.04%,2849,522,1826,521,239,98,165,1
14358,Boots For Women  (Brown),3.8,Women,Flipkart,850,1350,37.04%,5,0,3,0,1,0,1,0
8243,Slides,4.1,Men,Flipkart,449,599,25.04%,1205,161,642,279,141,41,102,1
18082,"Ortho Care Diabetic Orthopaedic Comfort Dr Slippers, Sliders and Flipflops For Men's and Boy's Slides Slippers",4.4,Men,Flipkart,459,799,42.55%,404,62,246,97,40,14,7,1
20917,Shoes For Girls Stylish Lastest Fashion Sports Casual Canvas Sneakers For Women  (White),3.9,Women,Flipkart,449,999,55.06%,116,8,53,29,17,6,11,1
4526,Women Black Heels Sandal,4,Women,Flipkart,498,1099,54.69%,123,23,70,22,11,5,16,0
12992,Jutis Mojaris Jutis For Men  (Black),4,Men,Flipkart,1189,1699,30.02%,25,4,15,1,6,1,2,0
2203,Women Navy Sports Sandal,4.4,,Flipkart,1258,4195,70.01%,299,45,,,23,5,9,1
11566,Flip Flops,4.1,Men,Flipkart,525,1497,64.93%,33,11,20,4,3,3,3,1
8130,Casuals For Men  (Black),4.1,Men,Flipkart,379,1599,76.30%,2501,426,1400,451,277,125,248,0
15755,Slip On For Women  (Brown),4.2,Women,Flipkart,575,999,42.44%,456,70,239,134,37,16,30,0
279,Beast Cricket Shoes For Men  (Blue),4.1,Men,Flipkart,422,776,18.70%,,,,,166,48,226,1
2217,"QUICKSPIKE WS Running Shoes For Women  (Grey, Blue)",4.2,Women,Flipkart,1609,3999,59.76%,139,10,74,38,11,7,9,1
10597,Women Black Wedges Sandal,4.3,Women,Flipkart,2025,4499,54.99%,47,7,27,11,6,2,1,1
7681,Women's Boots For Women  (Black),4.1,Women,Flipkart,462,999,53.75%,365,50,210,63,43,25,24,1
3066,Training & Gym Shoes For Men  (Black),4.6,Men,Flipkart,720,1299,44.57%,13,1,8,5,0,0,0,1
814,Mile IDP Flip Flops,4.4,Men,Flipkart,901,1395,30.02%,316,45,152,36,24,7,21,1
431,Chroma Knit Wn s Training & Gym Shoes For Women  (Grey),4.1,Women,Flipkart,2370,4453,45.01%,15,3,7,2,3,1,1,1
18878,DOCTOR EXTRA SOFT Ortho-Care Diabetic Orthopaedic Comfort Dr Slippers and Flipflops For Women's and Girl's Flip Flops,4.1,Women,Flipkart,360,799,54.94%,22388,2911,11324,6120,2743,917,1284,1
5307,Flip Flops,4.3,Women,Flipkart,545,549,0.73%,28,4,20,3,1,2,2,0
18195,Women Multicolor Wedges Sandal,4,Women,Flipkart,399,499,20.04%,951,135,484,193,126,64,84,1
12204,"Pack of 3 Girls Casual Shoes Sneakers For Women  (Black, Red, Blue)",4,Women,Flipkart,719,1499,52.03%,362,53,186,73,45,19,38,1
1505,"Mesh,Cricket, Badminton, Volly Ball, Sports Walking Shoes For Men  (Maroon)",3.8,Men,Flipkart,399,999,60.06%,92436,11547,45127,16391,12473,6147,12298,1
3552,Flip Flops,3.7,Men,Flipkart,352,999,64.76%,150,16,72,25,19,8,26,0
6333,Women Black Flats Sandal,4,Women,Flipkart,314,499,37.07%,53,10,24,15,6,5,3,1
6079,Red & Cream Wedding For Women  (Red),3.8,Women,Flipkart,494,900,45.11%,348,49,161,71,48,25,43,0
184,"Women SL-126 Grey Pink Walking Shoes For Women  (Pink, Grey)",4.2,Women,Flipkart,734,880,16.75%,3223,472,3268,265,426,27,262,1
20379,Cl Nylon Sneakers For Women  (Green),4.5,Women,Flipkart,2134,5499,61.19%,51,2,30,17,3,0,1,1
18399,Outdoor For Men  (Brown),4.2,Men,Flipkart,2609,3895,33.02%,4388,613,2602,878,328,164,416,1
15573,"SKECH-AIR STRATUS Running Shoes For Women  (White, Green)",4.2,,Flipkart,4899,6999,30.00%,92,,,,,8,9,1
12966,Running Shoes For Men  (Green),4.1,Men,Flipkart,449,999,55.06%,57398,8257,32726,10694,6365,2808,4805,0
6084,Men's Formal Lace Up For Men  (Black),4.1,Men,Flipkart,751,799,6.01%,4664,714,2411,1168,538,190,357,0
16119,Women Silver Flats Sandal,4.1,,Flipkart,255,699,63.52%,,,5884,2492,1328,506,667,1
14902,"Outdoors, Boot, Corporate Casuals, High Tops Casuals For Men  (Tan)",3.8,Men,Flipkart,449,999,55.06%,195,33,103,28,19,12,33,1
1712,Men's Corporate Formal Vol-2.0 Slip On For Men  (White),4.1,Men,Flipkart,459,999,54.05%,126,15,60,36,17,7,6,0
13674,Men's Panjabi Juttis Jutis For Men  (Tan),3.7,Men,Flipkart,249,999,75.08%,179,18,89,27,18,14,31,0
16411,Sparx Men Blue Soft Slipper Flip Flops Flip Flops,4.1,Men,Flipkart,371,399,7.02%,5115,620,2832,1155,546,215,367,1
7081,ROYCE-2 Running Shoes For Men  (Red),4.2,Men,Flipkart,999,1049,4.77%,49125,7250,27282,11920,4924,1872,3127,1
10825,Women Black Flats Sandal,4.1,Women,Flipkart,249,599,58.43%,246,22,129,43,41,26,7,1
16173,"Women Black, White Heels Sandal",3.6,Women,Flipkart,499,999,50.05%,147,13,58,26,27,14,22,0
9665,Women Black Heels Sandal,3.7,Women,Flipkart,379,999,62.06%,508,80,221,90,90,41,74,0
2940,Men Navy Sandal,3.9,Men,Flipkart,1047,2299,54.46%,1043,141,447,295,132,52,117,1
16723,Women Beige Flats Sandal,3.8,Women,Flipkart,406,499,18.64%,153,18,66,40,18,12,17,1
13403,CL NYLON SP Running Shoes For Women  (Grey),4.1,Women,Flipkart,2606,6299,58.63%,9,1,5,2,1,0,1,1
2074,Men Multicolor Flats Sandal,3.8,Men,Flipkart,498,998,50.10%,2419,313,1182,365,354,197,321,1
4137,DOCTOR EXTRA SOFT Flat Ortho Care Diabetic Orthopaedic Comfort Dr Slippers and Flipflops For Women's and Girl's Slippers,4.1,Women,Flipkart,360,599,39.90%,10451,1220,5358,2796,1224,461,612,1
6318,Women Black Flats Sandal,4.1,Women,Flipkart,749,999,25.03%,375,50,179,107,53,16,22,1
14863,"2 Combo Shoes For Girls Stylish Lastes Fashion Casual Sports Canvas Sneakers Sneakers For Women  (Black, Navy)",4.1,Women,Flipkart,449,998,55.01%,88,8,47,18,11,5,7,1
12879,Men Blue Flats Sandal,3.7,Men,Flipkart,293,999,70.67%,32,5,16,4,4,2,6,0
6799,Premium Nappa Leather Black Slip On Square Tip Office Party Wear Formal Shoes Slip On For Men  (Black),3.6,Men,Flipkart,599,999,40.04%,63,5,24,13,11,9,6,0
6090,COURTKING2 Badminton Shoes For Men  (Blue),4.3,Men,Flipkart,1253,1790,30.00%,18076,2488,10096,5178,1619,449,734,1
14432,"Men's Stylish Slip-on, Style Casual jutti And nagra jutis For Men (ten) Jutis For Men  (Tan)",4.4,Men,Flipkart,445,799,44.31%,7,0,4,2,1,0,0,0
17775,Women Black Flats Sandal,4.1,Women,Flipkart,749,999,25.03%,375,50,177,107,53,16,22,1
9830,Women Black Bellies Sandal,3.9,Women,Flipkart,499,999,50.05%,71,11,32,19,7,5,8,0
1301,Lace Up For Men  (Black),4.2,Men,Flipkart,1649,5499,70.01%,256,39,133,77,19,8,19,1
8239,"Women SL-126 Grey Pink Walking Shoes For Women  (Pink, Grey)",4.2,Women,Flipkart,790,949,16.75%,3223,474,1738,875,324,107,179,1
15215,Mojaris For Men  (Maroon),3.6,Men,Flipkart,499,549,9.11%,56,5,23,13,7,3,10,0
520,Women Beige Wedges Sandal,4.2,Women,Flipkart,528,953,43.04%,1289,169,684,260,122,59,5,1
17087,Women Black Heels Sandal,4.3,Women,Flipkart,699,999,30.03%,796,130,466,186,80,26,38,1
2125,Partywear and Casual Chukka Boots for women ( 804G ) Boots For Women  (Black),4.2,Women,Flipkart,599,999,40.04%,154,28,85,38,16,5,10,1
20969,Men Red Casual Sandal,4.1,Men,Flipkart,679,799,15.02%,1708,235,919,363,186,99,141,0
14550,ARYA - GET REAL Bellies For Women  (Grey),4.3,Women,Flipkart,3249,4999,35.01%,218,34,136,46,14,9,14,1
19297,"Concave Pro X IDP Running Shoes For Women  (Black, Pink)",4.4,,Flipkart,1919,3499,45.16%,,,,,,9,16,1
20437,Flip Flops,4.3,Women,Flipkart,449,599,25.04%,1377,148,777,362,114,44,71,1
10723,Party Wear For Men  (Blue),4,Men,Flipkart,399,799,50.06%,21,3,11,5,1,3,1,0
7256,Men Tan Casual Sandal,4,Men,Flipkart,1889,2395,21.13%,199,22,115,33,17,11,23,1
8819,Women Black Flats Sandal,4.1,Women,Flipkart,749,999,25.03%,375,50,177,107,53,16,22,1
8656,"Women Bellies For Women  (White, Black)",3.9,Women,Flipkart,298,650,54.15%,156,30,86,13,22,14,20,0
690,Bad Boy Slides For Boys Slides,4.1,Men,Flipkart,293,941,61.83%,2088,265,759,232,177,65,240,1
20571,Enzo 2 Running Shoes For Men  (Black),4.2,Men,Flipkart,2749,5499,50.01%,258,27,161,44,18,9,26,1
18257,Women Beige Flats Sandal,4.1,Women,Flipkart,389,999,61.06%,215,31,99,68,32,6,11,1
4978,Sneakers For Men (BLACK) Sneakers For Men  (Black),3.9,Men,Flipkart,199,499,60.12%,19,3,8,5,4,0,2,0
16037,Women Beige Heels Sandal,4.3,Women,Flipkart,500,999,49.95%,473,68,275,119,45,16,18,1
5244,Mens Ethnic Dark Blue Fabric Jutti Mojaris For Men  (Blue),3.8,Men,Flipkart,399,499,20.04%,117,16,56,25,12,7,17,0
7087,Sparx Men's Sc0306g Loafers,3.8,Men,Amazon,584,920,36.52%,252,138,11,7,12,33,36,1
20836,Jutti Jutis For Women  (Multicolor),4,Women,Flipkart,254,499,49.10%,140,13,79,15,19,14,13,0
1635,Slip On For Men  (Black),4.1,Men,Flipkart,849,999,15.02%,3448,503,1790,837,388,161,272,0
529,Edoar Sneakers For Women  (Pink),4.5,Women,Flipkart,1266,2594,50.06%,62,8,47,25,4,2,3,1
3770,Women Black Flats Sandal,4,Women,Flipkart,313,799,60.83%,16776,2220,7913,4102,2309,996,1456,1
3464,Boots For Women  (Navy),3.9,Women,Flipkart,2579,4695,45.07%,58,10,33,6,8,1,10,0
4630,Slides,4.1,Women,Flipkart,309,999,69.07%,360,55,205,62,43,20,30,0
18920,Running Shoes For Men  (Tan),4,Men,Flipkart,449,999,55.06%,8010,927,4512,1261,956,459,822,1
8966,Jutis For Women ( white cutting) Bellies For Women  (Beige),3.9,Women,Flipkart,274,999,72.57%,312,34,162,52,38,24,38,0
19317,Men Brown Casual Sandal,3.9,Men,Flipkart,1064,1995,46.67%,35,4,20,4,4,3,4,1
13539,Jutis For Women  (Yellow),4,Women,Flipkart,199,499,60.12%,1936,221,1034,351,243,128,182,0
5967,Men Brown Sandal,3.7,Men,Flipkart,725,2599,72.10%,55,4,25,8,9,4,9,0
19630,Bellies For Women  (Off White),3.6,Women,Flipkart,1494,2490,40.00%,19,0,9,2,3,0,5,1
1072,Running Shoes For Men  (Black),4,Men,Flipkart,474,999,52.55%,13206,1771,6489,2910,1857,734,1216,1
10331,5011-Latest Collection Stylish Casual Loafer Sneakers Shoes For Men Sneakers For Men  (Red),3.9,Men,Flipkart,240,499,51.90%,24978,2702,13787,3402,2866,1707,3216,1
4245,Women Blue Heels Sandal,4,Women,Flipkart,382,799,52.19%,2795,380,1362,670,390,154,219,0
20098,Walking Shoes For Women  (Grey),4.2,Women,Flipkart,571,999,42.84%,6507,1009,3773,1498,593,227,416,1
13078,Women Gold Flats Sandal,4,Women,Flipkart,1393,1990,30.00%,38,5,20,8,4,3,3,1
13948,"Wmns Flex Experience Rn 8 Walking Shoes For Women  (Black, Grey)",4.3,Women,Flipkart,2990,4995,40.14%,110,16,64,28,10,0,8,1
9117,Shark Bottom Breathable Men's Shoes Breathable Comfortable Running Shoes Fashion Sneakers Running Shoes For Men  (Multicolor),3.8,Men,Flipkart,426,999,57.36%,,153,,163,,91,206,0
16057,"Running Shoes For Men  (Black, Red)",4.2,Men,Flipkart,799,1899,57.93%,38,9,22,5,8,2,1,1
20035,Mojaris For Men  (Black),4.3,Men,Flipkart,724,999,27.53%,4,1,1,3,0,0,0,0
16282,Perfect Stylish Girls Casual Shoes Sneakers For Women  (Green),4,Women,Flipkart,269,499,46.09%,5371,808,2753,1102,694,306,516,1
20107,Stylish Latest and Casual Boots For Women  (Brown),4.2,Women,Flipkart,599,999,40.04%,131,21,74,34,9,6,8,0
9879,Women Black Heels Sandal,3.6,Women,Flipkart,474,999,52.55%,70,10,30,8,14,6,11,1
5165,Bellies Jutis For Women  (Black),4,Women,Flipkart,279,600,53.50%,7,3,4,1,1,0,1,0
19715,Boots For Women  (Brown),4,Women,Flipkart,499,999,50.05%,216,39,108,49,35,9,15,1
19890,SL 165 Walking Shoes For Women  (Pink),4.4,Women,Flipkart,899,999,10.01%,437,70,249,133,32,7,16,1
8028,Jutis For Men  (Brown),4,Men,Flipkart,289,599,51.75%,3,1,1,1,1,0,0,0
15929,"Worldcup-03 Running shoes for boys | sports shoes for men | Latest Stylish Casual sneakers for men | Lace up lightweight navy shoes for running, walking, gym, trekking, hiking & party For Men  (Navy, Green)",4.1,Men,Flipkart,1424,1999,28.76%,,738,,1057,468,227,484,1
18545,"Chevit Latest Fashion Combo Pack of 2 Pairs Casual Outdoors Shoes Sneakers For Men  (Black, Red)",3.6,Men,Flipkart,570,1498,61.95%,2127,215,973,284,286,200,384,1
15495,Jutis For Men  (Black),3.9,Men,Flipkart,599,999,40.04%,16,1,9,2,1,2,2,0
9028,Latest Collection Comfortable & Fashionable Casual Bellies for Women & Girls - Tan Bellies For Women  (Tan),4.3,Women,Flipkart,549,1096,49.91%,89,15,49,22,8,4,3,1
19867,Slides,3.9,Women,Flipkart,269,499,46.09%,316,33,148,77,43,19,29,1
245,Women Black Flats Sandal,4.2,Women,Flipkart,463,993,52.55%,43,1,13,16,2,5,3,1
20241,Women Girl's Fashion Trendy Comfortable Slip On Sneakers For Women  (Navy),4,Women,Flipkart,273,699,60.94%,122,19,60,30,19,4,9,1
2836,"Women SL-124 Navy Blue Pink Running Shoes For Women  (Navy, Pink)",4.3,Women,Flipkart,835,999,16.42%,17117,2296,9662,5025,1421,366,643,1
9527,Combo Pack of 2 Latest Collection Stylish Loafers Sneakers Shoes For Women Sneakers For Women  (Multicolor),3.9,Women,Flipkart,473,998,52.61%,167,28,83,34,26,12,14,1
2709,Court Vision LowShoe Sneakers For Women  (Black),4.2,Women,Flipkart,3085,4995,38.24%,30,1,18,4,3,3,1,1
3583,Half Cut Clogs Mule Shoe Clogs For Men  (Brown),2.6,Men,Flipkart,777,999,22.22%,5,0,1,0,1,2,1,1
16689,"COMBO-PF1-WHITE-PF1-YELLOW Casuals For Men  (White, Yellow)",4.1,Men,Flipkart,699,1998,65.02%,1496,221,872,256,156,68,144,1
2084,Men Grey Casual Sandal,4.2,Men,Flipkart,569,599,5.01%,298,44,153,90,28,14,13,0
5124,Knitted Sneakers Lace-ups sheos | Flaxible Casual Light-weight shoes | Sports shoes fahion Sneakers For Men  (Black),4.1,Men,Flipkart,423,1299,67.44%,497,67,298,72,48,38,41,0
13653,Black Sports Casual Running Shoes Running Shoes For Men  (Black),3.8,Men,Flipkart,299,499,40.08%,774,76,407,89,103,63,112,0
14766,Running Shoes For Men  (Multicolor),4.2,Men,Flipkart,1214,1349,10.01%,4587,612,2661,973,389,183,381,0
19117,Boots For Women  (Black),4.3,Women,Flipkart,397,999,60.26%,2348,396,1530,376,189,84,169,0
8574,Women White Flats Sandal,3.8,Women,Flipkart,319,499,36.07%,1396,188,661,254,190,105,186,1
11034,Combo Pack of 2 Latest Collection Stylish Casual Shoes Bellies For Women  (Multicolor),3.8,Women,Flipkart,420,998,57.92%,985,128,461,189,144,76,115,1
2230,"Men Orange, Green, Blue Sandal",3.9,Men,Flipkart,488,1497,67.40%,5937,788,3022,1011,773,432,699,1
10855,Men Grey Sandal,4.3,Men,Flipkart,1499,2499,40.02%,725,91,411,195,70,20,29,1
10312,Perfect Stylish Girls High Ankle Boots For Women  (Black),4.2,Women,Flipkart,399,999,60.06%,9309,1630,5664,1712,919,319,695,1
20189,Men Tan Sandal,3.8,Men,Flipkart,436,999,56.36%,1180,146,527,265,174,67,147,1
15868,"Men Green, Yellow Sports Sandal",4.1,Men,Flipkart,809,899,10.01%,1739,217,897,425,195,85,137,1
20606,SM-171 Running Shoes For Men  (White),4.2,Men,Flipkart,1260,1499,15.94%,9327,1516,5350,2086,885,339,667,1
16528,Men's Black Printed Fabric Velvet Jutis For Men  (Black),3.8,Men,Flipkart,426,999,57.36%,380,52,184,63,49,23,61,0
18416,Bellies For Women  (Grey),3.9,Women,Flipkart,316,999,68.37%,188,26,76,58,25,8,21,1
9348,"Lightweight Colourblocked Multicolor Gymwear Sport / Casual / Training Casuals For Men  (Black, Red)",4.1,Men,Flipkart,429,1399,69.34%,,,,,147,62,134,1
17069,"Colorfull patent loafer Party Wear For Men  (Blue, Black)",4.2,,Flipkart,499,999,50.05%,,,,,177,63,122,0
16351,Ankle Length & High Ankle Length Boots For Women  (Black),3.3,Women,Flipkart,489,999,51.05%,23,5,8,2,5,4,4,0
20967,Latest Collection Sneakers For Women  (Pink),4.1,Women,Flipkart,449,499,10.02%,33905,4605,18498,7520,3980,1446,2461,1
1297,Women's Traditional Ethnic Jutti Jutis For Women  (Blue),3.7,,Flipkart,199,499,60.12%,,,,,2,0,2,0
7864,Bellies For Women  (Beige),3.9,Women,Flipkart,379,499,24.05%,330,58,141,86,53,22,28,0
4717,Slides,3.7,Women,Flipkart,269,349,22.92%,79,13,37,11,13,9,9,1
15790,Shearling Party Wear Boots For Women  (Black),4.1,,Flipkart,499,999,50.05%,,,,,,212,408,0
5439,Flip Flops,4,Men,Flipkart,399,999,60.06%,222,24,121,31,30,19,21,1
13631,Canvas Shoes For Men  (Navy),3.9,Men,Flipkart,219,999,78.08%,430,48,229,68,41,36,56,0
10888,DOCTOR EXTRA SOFT Ortho-Care Diabetic Orthopaedic Comfort Dr Slippers and Flipflops For Women's and Girl's Flip Flops,4.1,Women,Flipkart,360,599,39.90%,22388,2911,11324,6120,2743,917,1284,1
7893,For Women  (White),3.9,Women,Flipkart,499,1299,61.59%,54,3,26,13,4,4,7,0
14056,Women Beige Heels Sandal,4.1,Women,Flipkart,499,999,50.05%,353,61,196,74,32,13,36,1
614,Women Grey Sports Sandal,4.3,Women,Flipkart,980,3678,72.36%,280,29,253,115,28,12,8,1
10619,Flip Flops,3.3,Women,Flipkart,169,499,66.13%,4,1,1,1,0,2,0,0
4539,GERALD Lace Up For Men  (Black),4,Men,Flipkart,1800,3599,49.99%,40,4,16,15,5,1,3,1
2259,Kimba Latest Comfortable Smart and Stylish Running Shoes For Men  (Black),4.2,Men,Flipkart,379,999,62.06%,32,3,21,4,3,1,3,0
17037,Mojaris For Men  (Brown),3.3,Men,Flipkart,499,999,50.05%,9,1,3,2,1,1,2,0
561,Women Black Flats Sandal,4,Women,Flipkart,163,641,54.91%,1137,149,1177,138,67,11,332,1
2178,"Women Beige, Beige, Gold Flats Sandal",4,Women,Flipkart,474,1499,68.38%,6037,877,2880,1665,805,282,405,1
7838,Mojaris For Men  (Tan),4.8,Men,Flipkart,379,999,62.06%,4,0,3,1,0,0,0,0
20357,NORTH Running Shoes For Men  (Blue),4.2,Men,Flipkart,1599,1699,5.89%,29103,4317,17350,6364,2377,1014,1998,1
8620,Women's Lightweight Comfortable Casual wear Lace-Up Shoes Sneakers For Women  (White),4.1,Women,Flipkart,449,999,55.06%,4751,682,2454,1207,562,222,306,1
5161,Combo Pack of 6 Casual Shoes Sneakers For Women  (Multicolor),3.8,Women,Flipkart,1109,2994,62.96%,216,35,103,44,25,12,32,1
10163,Men Brown Flats Sandal,3.8,Men,Flipkart,1890,2595,27.17%,97,14,40,29,10,7,11,1
5431,M K Footwear 702_Blue Sneakers For Men  (Blue),3.8,Men,Flipkart,359,999,64.06%,99,11,46,18,16,5,14,0
9441,ASWEERUN Running Shoes For Women  (Pink),4.5,Women,Flipkart,3749,4999,25.01%,158,20,107,34,9,1,7,1
10712,Women Gold Wedges Sandal,4.1,Women,Flipkart,549,699,21.46%,706,123,344,188,96,29,44,0
3789,Men Brown Casual Sandal,3.8,Men,Flipkart,399,999,60.06%,16200,1944,7654,3114,2269,1221,1942,1
14400,High Ankle Denim Boots For Womens And girls Boots For Women Boots For Women  (Blue),4.1,Women,Flipkart,449,999,55.06%,61,12,35,13,6,0,7,0
4006,Epsom 2 IDP Flip Flops,4.4,Men,Flipkart,489,699,30.04%,111,16,68,25,10,5,3,1
5887,Women Peach Bellies Bellies For Women  (Pink),4,Women,Flipkart,304,1199,74.65%,344,36,165,80,55,14,30,0
16027,Chevit Men's Casual Shoes (Set of 2 Pairs),3.6,Men,Amazon,389,397,2.02%,608,257,16,8,17,22,37,0
18869,Women Brown Wedges Sandal,3.5,Women,Flipkart,1749,2499,30.01%,10,3,5,1,1,0,3,0
15439,Jutis For Women  (Multicolor),4.6,Women,Flipkart,449,999,55.06%,15,0,11,3,0,1,0,0
7425,Women Black Bellies Sandal,4.1,Women,Flipkart,474,499,5.01%,99,14,45,31,13,5,5,0
5473,HELLION Z W Running Shoes For Women  (Black),4.2,,Flipkart,1292,3299,60.84%,,,,,20,7,11,1
10415,shoe Running Shoes For Women  (White),4.4,Women,Flipkart,998,999,0.10%,887,168,599,146,63,25,54,1
6883,Women Grey Heels Sandal,3.4,Women,Flipkart,599,999,40.04%,131,18,50,23,18,11,29,0
9555,WILLY-2 Bellies For Women  (Red),3.3,Women,Flipkart,449,499,10.02%,44,3,11,14,4,6,9,1
5196,1514 Slip On For Men  (Brown),4.2,Men,Flipkart,649,1299,50.04%,761,97,455,148,71,27,60,1
7061,Jutis For Women  (Multicolor),3.9,Women,Flipkart,299,499,40.08%,7,2,1,4,2,0,0,0
7250,"Women SL-126 Grey Pink Walking Shoes For Women  (Pink, Grey)",4.2,Women,Flipkart,790,949,16.75%,3223,474,1738,875,324,107,179,1
20830,Women Grey Flats Sandal,3.9,Women,Flipkart,379,499,24.05%,1612,185,754,338,244,111,172,1
17275,MAXICO Running Shoes For Men  (Blue),4.1,Men,Flipkart,1049,1299,19.25%,1781,300,945,442,184,85,125,1
17624,EVAW2 Sneakers For Men  (White),3.8,Men,Flipkart,199,499,60.12%,5268,569,2880,606,521,348,913,0
15429,Slip On Sneakers For Women  (Pink),4,Women,Flipkart,995,1990,50.00%,23,5,11,6,3,0,3,1
20694,"Women Brown, White Heels Sandal",3.8,Women,Flipkart,499,799,37.55%,1734,286,820,339,231,110,234,1
2369,Running Running Shoes For Men  (Black),3.5,Men,Flipkart,289,999,71.07%,6087,657,2773,730,736,601,1247,1
11343,Casual shoes Sneakers For Men  (White),3.9,Men,Flipkart,399,999,60.06%,6245,854,3171,1111,810,414,739,1
6991,Sneakers For Women And Girls Sneakers For Women  (White),4.1,Women,Flipkart,475,999,52.45%,6863,1066,3693,1525,788,317,538,1
3850,Perfect Stylish Girls High Ankle Boots For Women  (Pink),4.2,Women,Flipkart,379,999,62.06%,693,111,427,116,72,20,58,1
17743,"Men Orange, Black Casual Sandal",3.9,Men,Flipkart,299,998,70.04%,164,12,86,27,19,11,21,0
13228,"Ladies Inner High Heel Sports Leisure Lace Running Shoes,Super Soft and comfortable Sneakers Running Shoes For Women  (White)",4.4,Women,Flipkart,990,999,0.90%,1568,303,1072,285,109,32,70,1
4845,"Men's Casual Shoes Combo Pack of 02 Sneakers For Men  (Tan, Black)",3.8,Men,Flipkart,389,998,61.02%,89,13,39,19,14,4,13,1
8776,"Running Shoes For Men  (Navy, Grey)",4.2,Men,Flipkart,799,1899,57.93%,38,9,22,5,8,2,1,1
458,Combo Pack of 2 Casual Shoes Casuals For Men  (Multicolor),3.7,Men,Flipkart,442,1191,50.15%,2620,312,329,479,715,309,100,1
7725,Slides,3.9,Men,Flipkart,499,799,37.55%,1873,245,889,422,237,114,211,0
5957,NU 2 Wn s Running Shoe For Women  (Purple),4.1,Women,Flipkart,787,2999,73.76%,1106,104,583,299,99,51,74,1
9230,"Women Green, Green Wedges Sandal",3.9,Women,Flipkart,322,399,19.30%,1818,256,878,402,243,116,185,1
17893,Slides,4.1,Women,Flipkart,284,499,43.09%,490,51,263,118,54,27,28,1
986,Sneakers For Women  (Multicolor),4,Women,Flipkart,508,1134,47.39%,425,68,62,161,35,36,16,1
8666,ARYA - DIFFERENT EDGE Bellies For Women  (Pink),4.2,Women,Flipkart,2794,4299,35.01%,166,24,94,39,12,6,15,1
9245,"Wmns Downshifter 9 Running Shoes For Women  (Black, White)",4.4,Women,Flipkart,2397,3995,40.00%,1270,162,765,349,82,30,44,1
11193,Leather Casual Stylish Look Boots Shoes Boots For Women  (Blue),4.3,Women,Flipkart,499,999,50.05%,108,17,69,16,13,7,3,0
20218,Executive Formal Shoe For Office Lace Up For Men  (Brown),3.7,Men,Flipkart,568,999,43.14%,127,25,55,25,18,10,19,1
11038,Women Black Flats Sandal,4,,Flipkart,349,655,46.72%,,,,2513,1469,729,1043,0
19328,shoe Sneakers For Men  (Red),4,Men,Flipkart,274,499,45.09%,1408,165,839,167,139,87,176,1
8307,Boots For Women  (Black),4.3,Women,Flipkart,549,1999,72.54%,3,1,2,0,1,0,0,0
17921,EDWIN Walking Shoes For Men  (Blue),4.1,Men,Flipkart,1349,1499,10.01%,383,72,220,75,43,14,31,0
13372,Sneakers For Women  (White),4,Women,Flipkart,299,319,6.27%,2572,393,1329,559,355,120,209,1
2662,Casuals For Men  (Yellow),4.1,Men,Flipkart,426,999,57.36%,57369,8253,32714,10685,6362,2806,4803,1
8061,Women Grey Heels Sandal,3.9,Women,Flipkart,379,699,45.78%,338,42,168,63,48,23,36,0
18645,Flip Flops,3.7,Women,Flipkart,199,499,60.12%,646,88,293,123,90,52,88,0
5037,Designer Bellies Bellies For Women  (Off White),3.7,Women,Flipkart,299,599,50.08%,73,6,41,5,8,4,15,0
3209,Women Beige Wedges Sandal,3.9,Women,Flipkart,462,999,53.75%,103,14,52,20,12,11,8,1
14046,Aerobic Dancing Shoes High Tops For Men  (Blue),4,Men,Flipkart,555,799,30.54%,1948,223,1179,250,159,122,238,0
12183,Derby For Men  (Brown),4,Men,Flipkart,1619,5399,70.01%,173,19,90,38,18,7,20,1
4439,"Men Brown, Black Sandal",3.8,,Flipkart,416,999,58.36%,,,,,58,34,54,1
2454,Slippers,4.3,Women,Flipkart,283,379,25.33%,653,91,383,161,59,28,22,1
8066,Jutis For Women  (Black),4.2,,Flipkart,259,399,35.09%,,,,5,2,3,1,0
10875,Casuals For Men  (Orange),3.9,Men,Flipkart,327,999,67.27%,4732,487,2545,672,585,337,593,1
11302,NORTH Running Shoes For Men  (Navy),4.2,Men,Flipkart,1429,1499,4.67%,29108,4317,17353,6364,2378,1014,1999,1
8041,Mojaris For Men  (Black),4,Men,Flipkart,426,999,57.36%,1430,190,753,263,179,89,146,1
16562,Jutis For Women  (Blue),3.6,Women,Flipkart,189,599,68.45%,20,0,9,3,2,3,3,0
